128, 8, 2.526e-01, 32, 3.859e+00, 64, 3.875e+02, 
512, 8, 9.018e-01, 32, 5.281e+00, 64, 4.123e+02, 
1024, 8, 1.622e+00, 32, 3.793e+01, 64, 4.665e+02


128, 8, 9.649e-01, 32, 32, 5.936e+01, 16, 64, 3.367e+02, 
