10, 2.670e+01,  2.182e+01, 1.426e+01, 1.292e+01, 5.133e+00,
11, 1.900e+02,  1.477e+02, 9.395e+01, 7.968e+01, 2.269e+01,
12, 1.448e+03,  1.095e+03, 6.662e+02, 5.660e+02, 6.666e+01,
13, 1.133e+04,  8.632e+03, 4.977e+03, 4.180e+03, 2.866e+02,
14, 9.166e+04,  6.904e+04, 3.891e+04, 3.262e+04, 2.037e+03,
